#Format version: 1.0
time[us],accX[g],accY[g],accZ[g],
373352422,0.018,-0.025,-1.013,
373390945,0.018,-0.025,-1.013,
373429469,0.019,-0.025,-1.013,
373467992,0.019,-0.025,-1.013,
373506516,0.018,-0.025,-1.014,
373545039,0.018,-0.025,-1.014,
373583562,0.019,-0.025,-1.013,
373622085,0.018,-0.026,-1.013,
373660609,0.018,-0.026,-1.013,
373699132,0.018,-0.025,-1.014,
373737656,0.018,-0.025,-1.014,
373776178,0.019,-0.025,-1.014,
373814702,0.018,-0.025,-1.013,
373853226,0.018,-0.025,-1.013,
373891749,0.018,-0.026,-1.013,
373930272,0.019,-0.026,-1.014,
373968795,0.018,-0.025,-1.014,
374007319,0.018,-0.025,-1.013,
374045842,0.018,-0.025,-1.013,
374084366,0.018,-0.025,-1.013,
374122889,0.018,-0.025,-1.014,
374161412,0.019,-0.025,-1.014,
374199935,0.019,-0.025,-1.014,
374238459,0.018,-0.025,-1.013,
374276982,0.019,-0.025,-1.014,
374315505,0.018,-0.026,-1.014,
374354029,0.018,-0.025,-1.013,
374392552,0.018,-0.026,-1.013,
374431076,0.018,-0.025,-1.013,
374469599,0.018,-0.025,-1.013,
374508122,0.019,-0.026,-1.013,
374546646,0.018,-0.025,-1.014,
374585169,0.018,-0.025,-1.013,
374623692,0.018,-0.025,-1.014,
374662216,0.018,-0.025,-1.013,
374700739,0.018,-0.025,-1.013,
374739262,0.018,-0.025,-1.013,
374777786,0.018,-0.025,-1.013,
374816309,0.018,-0.025,-1.014,
374854832,0.018,-0.025,-1.013,
374893356,0.018,-0.025,-1.013,
374931879,0.018,-0.025,-1.014,
374970402,0.018,-0.025,-1.014,
375008926,0.018,-0.025,-1.014,
375047449,0.019,-0.025,-1.013,
375085973,0.018,-0.025,-1.013,
375124496,0.018,-0.026,-1.013,
375163019,0.018,-0.026,-1.014,
375201543,0.018,-0.025,-1.013,
375240066,0.018,-0.025,-1.014,
375278589,0.019,-0.025,-1.014,
375317112,0.018,-0.025,-1.014,
375355636,0.018,-0.026,-1.013,
375394159,0.018,-0.025,-1.013,
375432683,0.018,-0.025,-1.014,
375471206,0.018,-0.025,-1.014,
375509730,0.018,-0.025,-1.014,
375548253,0.018,-0.025,-1.014,
375586776,0.018,-0.025,-1.013,
375625300,0.019,-0.025,-1.013,
375663823,0.018,-0.025,-1.013,
375702346,0.018,-0.026,-1.014,
375740869,0.019,-0.025,-1.014,
375779393,0.018,-0.025,-1.013,
375817916,0.018,-0.025,-1.013,
